Ticker,mkt
AMT,0.11426493964255434
DV,0.17279610393744566
EQIX,0.11364248550600187
IPG,0.13921322800652353
LAMR,0.15942252180412958
OMC,0.12154409269482869
PLD,0.12862283150005738
SPG,0.16399398352439445
WELL,0.14419394105090727
ZETA,0.23463120315854114
